timestamp,raw_respiration_y_avg_shoulder,raw_roi_mean_r,raw_roi_mean_g,raw_roi_mean_b
0.4488499164581299,433.1033134460449,104.37330528284245,85.81089294062646,81.20149602618046
0.5131106376647949,433.9098787307739,107.22463768115942,84.63908368396447,84.72837774661056
0.5578060150146484,434.4728708267212,107.22463768115942,84.63908368396447,84.72837774661056
0.5920112133026123,434.59306240081787,106.83870967741936,84.82000935016363,84.71178120617111
0.6271231174468994,434.672327041626,106.83870967741936,84.82000935016363,84.71178120617111
0.6630532741546631,434.73655700683594,108.76385836385836,84.26153846153846,82.38363858363859
0.697117805480957,434.7689723968506,108.76385836385836,84.26153846153846,82.38363858363859
0.7362911701202393,434.79015827178955,108.37310964083176,83.40949905482042,82.13256143667297
0.7695436477661133,434.81200218200684,108.37310964083176,83.40949905482042,82.13256143667297
0.8078262805938721,434.6922826766968,107.12665406427222,81.32774102079395,80.1273629489603
0.8429803848266602,434.62064266204834,107.12665406427222,81.32774102079395,80.1273629489603
0.8776862621307373,434.63507652282715,106.05189340813465,80.78892005610098,79.69682094436652
0.9167344570159912,434.64773654937744,106.05189340813465,80.78892005610098,79.69682094436652
0.9539833068847656,434.6726703643799,104.76724952741021,79.35018903591683,78.1531190926276
0.9922666549682617,434.697060585022,104.76724952741021,79.35018903591683,78.1531190926276
1.0288262367248535,434.6216583251953,103.28229548229548,78.95042735042735,74.9035409035409
1.0851023197174072,434.6467351913452,103.14652014652015,78.96166056166057,75.37240537240537
1.1208813190460205,434.6655035018921,103.14652014652015,78.96166056166057,75.37240537240537
1.1601824760437012,434.66580390930176,101.68131868131869,77.78217338217338,73.14603174603175
1.2028493881225586,434.666748046875,101.68131868131869,77.78217338217338,73.14603174603175
1.2394001483917236,434.7506618499756,100.62878071833649,77.38185255198488,72.43076559546314
1.2794194221496582,434.8054790496826,100.62878071833649,77.38185255198488,72.43076559546314
1.30985689163208,434.769344329834,103.0716049382716,77.29876543209876,78.62246913580248
1.355499505996704,434.7613191604614,103.0716049382716,77.29876543209876,78.62246913580248
1.4024014472961426,435.0462770462036,102.51063327032136,77.16469754253308,78.41965973534971
1.4421141147613525,435.2988624572754,102.51063327032136,77.16469754253308,78.41965973534971
1.4794542789459229,435.1798439025879,100.29985822306239,76.71762759924385,74.24881852551985
1.5169579982757568,435.07235527038574,100.29985822306239,76.71762759924385,74.24881852551985
1.5542287826538086,434.9247407913208,99.39153810191678,75.69424964936887,72.49462365591398
1.6178779602050781,434.8811960220337,99.6846657316503,75.82351566152407,72.27816736792894
